pass,config,perturbation,level,seed,fold,balanced_accuracy,macro_f1,roc_auc,n_test
representation_level,A2,amplitude_noise,20,46,2,0.42063492063492064,0.4199325391453454,0.5459183673469388,126
representation_level,A2,amplitude_noise,20,46,3,0.38888888888888884,0.3897622267297724,0.5620748299319728,126
representation_level,A2,amplitude_noise,20,46,4,0.34920634920634924,0.3492059721482246,0.5422808012093726,126
representation_level,A2,amplitude_noise,10,42,0,0.3565891472868217,0.3554704129416773,0.5602127276005048,129
representation_level,A2,amplitude_noise,10,42,1,0.3333333333333333,0.3276425882024822,0.5131330309901738,126
representation_level,A2,amplitude_noise,10,42,2,0.38888888888888884,0.3886402753872633,0.5267384731670446,126
representation_level,A2,amplitude_noise,10,42,3,0.3412698412698412,0.340988063810104,0.5243291761148904,126
representation_level,A2,amplitude_noise,10,42,4,0.373015873015873,0.37129971383320753,0.5590513983371127,126
representation_level,A2,amplitude_noise,10,43,0,0.34108527131782945,0.33717228464419474,0.48981431404362713,129
representation_level,A2,amplitude_noise,10,43,1,0.34920634920634924,0.34404702832892636,0.5127078609221466,126
representation_level,A2,amplitude_noise,10,43,2,0.3253968253968254,0.32501847745750184,0.48578042328042326,126
representation_level,A2,amplitude_noise,10,43,3,0.34920634920634924,0.3494087213599409,0.4994331065759637,126
representation_level,A2,amplitude_noise,10,43,4,0.35714285714285715,0.3551546252349465,0.5059996220710506,126
representation_level,A2,amplitude_noise,10,44,0,0.34108527131782945,0.3402469602073039,0.5027943032269696,129
representation_level,A2,amplitude_noise,10,44,1,0.30952380952380953,0.30832487458993485,0.4788359788359789,126
representation_level,A2,amplitude_noise,10,44,2,0.38095238095238093,0.3781460582131621,0.5510204081632653,126
representation_level,A2,amplitude_noise,10,44,3,0.38095238095238093,0.3686204646076236,0.5269274376417233,126
representation_level,A2,amplitude_noise,10,44,4,0.38095238095238093,0.37913474762717203,0.5529572940287225,126
representation_level,A2,amplitude_noise,10,45,0,0.24806201550387597,0.24705387205387205,0.4537137191274563,129
representation_level,A2,amplitude_noise,10,45,1,0.38888888888888884,0.38811133648861845,0.5898526077097506,126
representation_level,A2,amplitude_noise,10,45,2,0.41269841269841273,0.4050179211469534,0.5338718820861678,126
representation_level,A2,amplitude_noise,10,45,3,0.3412698412698412,0.3398302069035637,0.47680461073318225,126
representation_level,A2,amplitude_noise,10,45,4,0.2619047619047619,0.258498230277692,0.4425547996976569,126
representation_level,A2,amplitude_noise,10,46,0,0.27906976744186046,0.27193508738361555,0.4532179556517036,129
representation_level,A2,amplitude_noise,10,46,1,0.3412698412698412,0.33961566888396155,0.4928193499622071,126
representation_level,A2,amplitude_noise,10,46,2,0.4365079365079365,0.4350775193798449,0.5299981103552532,126
representation_level,A2,amplitude_noise,10,46,3,0.36507936507936506,0.3657426188866351,0.5503590325018896,126
representation_level,A2,amplitude_noise,10,46,4,0.3333333333333333,0.3336796859134908,0.5320767195767196,126
representation_level,A2,amplitude_noise,5,42,0,0.37209302325581395,0.3704752275025278,0.5611141157382369,129
representation_level,A2,amplitude_noise,5,42,1,0.3333333333333333,0.3276425882024822,0.5046296296296297,126
representation_level,A2,amplitude_noise,5,42,2,0.38888888888888884,0.3886402753872633,0.5260770975056689,126
representation_level,A2,amplitude_noise,5,42,3,0.34920634920634924,0.34860244766374765,0.5190854119425549,126
representation_level,A2,amplitude_noise,5,42,4,0.3571428571428572,0.3563218390804597,0.5539021164021164,126
representation_level,A2,amplitude_noise,5,43,0,0.3488372093023256,0.34503367003367,0.4891833423472147,129
representation_level,A2,amplitude_noise,5,43,1,0.34920634920634924,0.34404702832892636,0.5110071806500377,126
representation_level,A2,amplitude_noise,5,43,2,0.3253968253968254,0.32501847745750184,0.4774187452758882,126
representation_level,A2,amplitude_noise,5,43,3,0.3412698412698412,0.34120628347357135,0.4957482993197278,126
representation_level,A2,amplitude_noise,5,43,4,0.34920634920634913,0.3478075776926351,0.5011810279667422,126
representation_level,A2,amplitude_noise,5,44,0,0.34108527131782945,0.3408671431927246,0.5021182621236705,129
representation_level,A2,amplitude_noise,5,44,1,0.30952380952380953,0.30832487458993485,0.4796390778533636,126
representation_level,A2,amplitude_noise,5,44,2,0.38095238095238093,0.3781460582131621,0.5527210884353742,126
representation_level,A2,amplitude_noise,5,44,3,0.38095238095238093,0.3688348795495789,0.5250377928949358,126
representation_level,A2,amplitude_noise,5,44,4,0.373015873015873,0.3716101905757078,0.5509259259259259,126
representation_level,A2,amplitude_noise,5,45,0,0.24806201550387597,0.24705387205387205,0.4533982332792501,129
representation_level,A2,amplitude_noise,5,45,1,0.38888888888888884,0.38811133648861845,0.5873015873015873,126
representation_level,A2,amplitude_noise,5,45,2,0.41269841269841273,0.4050179211469534,0.5385015117157974,126
representation_level,A2,amplitude_noise,5,45,3,0.3333333333333333,0.3327858711872366,0.4755291005291005,126
representation_level,A2,amplitude_noise,5,45,4,0.2619047619047619,0.258498230277692,0.44652305366591083,126
representation_level,A2,amplitude_noise,5,46,0,0.27906976744186046,0.2714351468286845,0.4529926086172706,129
representation_level,A2,amplitude_noise,5,46,1,0.3412698412698412,0.33961566888396155,0.4969765684051399,126
representation_level,A2,amplitude_noise,5,46,2,0.42063492063492064,0.4198443106489083,0.5325963718820862,126
representation_level,A2,amplitude_noise,5,46,3,0.373015873015873,0.3736434108527132,0.5493669690098261,126
representation_level,A2,amplitude_noise,5,46,4,0.3333333333333333,0.3336796859134908,0.5304232804232804,126
representation_level,A2,channel_dropout,0.1,42,0,0.31007751937984496,0.17160848079069024,0.5245177573463133,129
representation_level,A2,channel_dropout,0.1,42,1,0.3333333333333333,0.16666666666666666,0.5560279667422524,126
representation_level,A2,channel_dropout,0.1,42,2,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.1,42,3,0.3333333333333333,0.16666666666666666,0.6008125472411187,126
representation_level,A2,channel_dropout,0.1,42,4,0.3333333333333333,0.16666666666666666,0.49414210128495845,126
representation_level,A2,channel_dropout,0.1,43,0,0.3333333333333333,0.16666666666666666,0.5682350820263206,129
representation_level,A2,channel_dropout,0.1,43,1,0.3333333333333333,0.16666666666666666,0.5162509448223734,126
representation_level,A2,channel_dropout,0.1,43,2,0.4444444444444445,0.3501408363512551,0.6354875283446711,126
representation_level,A2,channel_dropout,0.1,43,3,0.3333333333333333,0.16666666666666666,0.5793178382464096,126
representation_level,A2,channel_dropout,0.1,43,4,0.34920634920634924,0.2673076923076923,0.6101662887377172,126
representation_level,A2,channel_dropout,0.1,44,0,0.3333333333333333,0.16666666666666666,0.5127095727420227,129
representation_level,A2,channel_dropout,0.1,44,1,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.1,44,2,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.1,44,3,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.1,44,4,0.3333333333333333,0.16666666666666666,0.5466742252456539,126
representation_level,A2,channel_dropout,0.1,45,0,0.3333333333333333,0.16666666666666666,0.5541734270776996,129
representation_level,A2,channel_dropout,0.1,45,1,0.3333333333333333,0.16666666666666666,0.5679327286470143,126
representation_level,A2,channel_dropout,0.1,45,2,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.1,45,3,0.3333333333333333,0.16666666666666666,0.5062358276643991,126
representation_level,A2,channel_dropout,0.1,45,4,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.1,46,0,0.3333333333333333,0.16666666666666666,0.5380385794122949,129
representation_level,A2,channel_dropout,0.1,46,1,0.30158730158730157,0.17802347474261906,0.5891912320483749,126
representation_level,A2,channel_dropout,0.1,46,2,0.3333333333333333,0.16666666666666666,0.5145502645502645,126
representation_level,A2,channel_dropout,0.1,46,3,0.3333333333333333,0.16666666666666666,0.6180083144368859,126
representation_level,A2,channel_dropout,0.1,46,4,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.2,42,0,0.3333333333333333,0.16666666666666666,0.5,129
representation_level,A2,channel_dropout,0.2,42,1,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.2,42,2,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.2,42,3,0.3333333333333333,0.16666666666666666,0.6213151927437642,126
representation_level,A2,channel_dropout,0.2,42,4,0.3333333333333333,0.16666666666666666,0.5799319727891157,126
representation_level,A2,channel_dropout,0.2,43,0,0.3488372093023256,0.19825708061002179,0.5729673697494141,129
representation_level,A2,channel_dropout,0.2,43,1,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.2,43,2,0.35714285714285715,0.232878935410581,0.608985260770975,126
representation_level,A2,channel_dropout,0.2,43,3,0.3333333333333333,0.16666666666666666,0.518896447467876,126
representation_level,A2,channel_dropout,0.2,43,4,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.2,44,0,0.3333333333333333,0.16666666666666666,0.5,129
representation_level,A2,channel_dropout,0.2,44,1,0.3333333333333333,0.16666666666666666,0.553193499622071,126
representation_level,A2,channel_dropout,0.2,44,2,0.3333333333333333,0.16666666666666666,0.5051020408163266,126
representation_level,A2,channel_dropout,0.2,44,3,0.34920634920634924,0.19932659932659932,0.5632558578987151,126
representation_level,A2,channel_dropout,0.2,44,4,0.3333333333333333,0.16666666666666666,0.5672713529856387,126
representation_level,A2,channel_dropout,0.2,45,0,0.3333333333333333,0.16666666666666666,0.5,129
representation_level,A2,channel_dropout,0.2,45,1,0.3888888888888889,0.2815656565656566,0.610355253212396,126
representation_level,A2,channel_dropout,0.2,45,2,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.2,45,3,0.3333333333333333,0.16666666666666666,0.5744520030234316,126
representation_level,A2,channel_dropout,0.2,45,4,0.3333333333333333,0.16666666666666666,0.5195578231292517,126
representation_level,A2,channel_dropout,0.2,46,0,0.3333333333333333,0.16666666666666666,0.5,129
representation_level,A2,channel_dropout,0.2,46,1,0.3333333333333333,0.16666666666666666,0.5863567649281936,126
representation_level,A2,channel_dropout,0.2,46,2,0.3333333333333333,0.16666666666666666,0.5270219198790628,126
representation_level,A2,channel_dropout,0.2,46,3,0.3333333333333333,0.16666666666666666,0.519652305366591,126
representation_level,A2,channel_dropout,0.2,46,4,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,42,0,0.3333333333333333,0.16666666666666666,0.5,129
representation_level,A2,channel_dropout,0.3,42,1,0.3333333333333333,0.16666666666666666,0.5084089191232048,126
representation_level,A2,channel_dropout,0.3,42,2,0.3333333333333333,0.16666666666666666,0.5450680272108843,126
representation_level,A2,channel_dropout,0.3,42,3,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,42,4,0.3333333333333333,0.16666666666666666,0.5327853363567648,126
representation_level,A2,channel_dropout,0.3,43,0,0.3333333333333333,0.16666666666666666,0.48278348656931674,129
representation_level,A2,channel_dropout,0.3,43,1,0.3333333333333333,0.16666666666666666,0.5271164021164021,126
representation_level,A2,channel_dropout,0.3,43,2,0.3333333333333333,0.16666666666666666,0.5219198790627362,126
representation_level,A2,channel_dropout,0.3,43,3,0.3333333333333333,0.16666666666666666,0.5443121693121693,126
representation_level,A2,channel_dropout,0.3,43,4,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,44,0,0.3333333333333333,0.16666666666666666,0.5,129
representation_level,A2,channel_dropout,0.3,44,1,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,44,2,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,44,3,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,44,4,0.3333333333333333,0.16666666666666666,0.5294784580498866,126
representation_level,A2,channel_dropout,0.3,45,0,0.3333333333333333,0.16666666666666666,0.5,129
representation_level,A2,channel_dropout,0.3,45,1,0.3333333333333333,0.16666666666666666,0.523620559334845,126
representation_level,A2,channel_dropout,0.3,45,2,0.3333333333333333,0.16666666666666666,0.5249905517762661,126
representation_level,A2,channel_dropout,0.3,45,3,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,45,4,0.3333333333333333,0.16666666666666666,0.5081254724111867,126
representation_level,A2,channel_dropout,0.3,46,0,0.34108527131782945,0.27318251443384,0.5745447989904453,129
representation_level,A2,channel_dropout,0.3,46,1,0.3333333333333333,0.16666666666666666,0.5379818594104309,126
representation_level,A2,channel_dropout,0.3,46,2,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,46,3,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A2,channel_dropout,0.3,46,4,0.3333333333333333,0.16666666666666666,0.5,126
representation_level,A3,amplitude_noise,20,42,0,0.3875968992248062,0.3881575700685329,0.5225347034433027,129
representation_level,A3,amplitude_noise,20,42,1,0.38095238095238093,0.38169757682415056,0.5535714285714286,126
representation_level,A3,amplitude_noise,20,42,2,0.2619047619047619,0.26130775542540247,0.47628495842781565,126
representation_level,A3,amplitude_noise,20,42,3,0.3412698412698412,0.34074898034853546,0.5076530612244897,126
representation_level,A3,amplitude_noise,20,42,4,0.3333333333333333,0.3332658077411339,0.5089758125472411,126
representation_level,A3,amplitude_noise,20,43,0,0.34108527131782945,0.34236196351199655,0.49873805660717513,129
representation_level,A3,amplitude_noise,20,43,1,0.30952380952380953,0.3078742608154373,0.4955593348450491,126
representation_level,A3,amplitude_noise,20,43,2,0.30158730158730157,0.30234475540171235,0.48932350718065004,126
representation_level,A3,amplitude_noise,20,43,3,0.3253968253968254,0.32508682328907046,0.49867724867724866,126
representation_level,A3,amplitude_noise,20,43,4,0.3650793650793651,0.364264605643916,0.5240929705215419,126
representation_level,A3,amplitude_noise,20,44,0,0.42635658914728686,0.4265339747267458,0.5621056426897422,129
representation_level,A3,amplitude_noise,20,44,1,0.42063492063492064,0.42047403095528174,0.5817271352985639,126
representation_level,A3,amplitude_noise,20,44,2,0.30158730158730157,0.30153529597974044,0.439625850340136,126
representation_level,A3,amplitude_noise,20,44,3,0.2698412698412698,0.26839826839826836,0.4537981859410431,126
representation_level,A3,amplitude_noise,20,44,4,0.24603174603174605,0.245755390085287,0.4492630385487528,126
representation_level,A3,amplitude_noise,20,45,0,0.3798449612403101,0.38026037509241645,0.5483144041824409,129
representation_level,A3,amplitude_noise,20,45,1,0.3412698412698412,0.33883695506417294,0.48866213151927435,126
representation_level,A3,amplitude_noise,20,45,2,0.35714285714285715,0.35364455364455366,0.5523431594860166,126
representation_level,A3,amplitude_noise,20,45,3,0.29365079365079366,0.2935716302753714,0.4458616780045352,126
representation_level,A3,amplitude_noise,20,45,4,0.38095238095238093,0.3784992784992785,0.5406273620559335,126
representation_level,A3,amplitude_noise,20,46,0,0.3178294573643411,0.3162144365956057,0.5007211105101858,129
representation_level,A3,amplitude_noise,20,46,1,0.27777777777777773,0.27778912027584957,0.47401738473167043,126
representation_level,A3,amplitude_noise,20,46,2,0.3650793650793651,0.36346986346986343,0.5360922146636432,126
representation_level,A3,amplitude_noise,20,46,3,0.27777777777777773,0.2729186516038293,0.43820861678004536,126
representation_level,A3,amplitude_noise,20,46,4,0.3412698412698412,0.3381296599381705,0.47382842025699173,126
representation_level,A3,amplitude_noise,10,42,0,0.3488372093023256,0.34880161242786384,0.4958536145664323,129
representation_level,A3,amplitude_noise,10,42,1,0.3968253968253968,0.3967304625199362,0.552437641723356,126
representation_level,A3,amplitude_noise,10,42,2,0.30158730158730157,0.29805427547363034,0.4774187452758882,126
representation_level,A3,amplitude_noise,10,42,3,0.31746031746031744,0.31864581038407874,0.49867724867724866,126
representation_level,A3,amplitude_noise,10,42,4,0.3253968253968254,0.3247657295850067,0.4998110355253212,126
representation_level,A3,amplitude_noise,10,43,0,0.34108527131782945,0.3418753383439715,0.48738056607175057,129
representation_level,A3,amplitude_noise,10,43,1,0.30952380952380953,0.3085370559527863,0.4956538170823885,126
representation_level,A3,amplitude_noise,10,43,2,0.31746031746031744,0.31735511279374135,0.4935752078609221,126
representation_level,A3,amplitude_noise,10,43,3,0.30952380952380953,0.30806438389855983,0.5021730914588057,126
representation_level,A3,amplitude_noise,10,43,4,0.3650793650793651,0.3635962140823634,0.5207860922146637,126
representation_level,A3,amplitude_noise,10,44,0,0.3953488372093023,0.3950588141489679,0.55390301063638,129
representation_level,A3,amplitude_noise,10,44,1,0.41269841269841273,0.4130081300813009,0.5856953892668179,126
representation_level,A3,amplitude_noise,10,44,2,0.2777777777777778,0.2785886598147135,0.42479213907785346,126
representation_level,A3,amplitude_noise,10,44,3,0.2698412698412698,0.270959595959596,0.44633408919123213,126
representation_level,A3,amplitude_noise,10,44,4,0.23809523809523805,0.23640350877192984,0.4305555555555556,126
representation_level,A3,amplitude_noise,10,45,0,0.3488372093023256,0.34877410846403095,0.5340724716062737,129
representation_level,A3,amplitude_noise,10,45,1,0.3253968253968254,0.32063403781979977,0.4756235827664399,126
representation_level,A3,amplitude_noise,10,45,2,0.38095238095238093,0.37848474464714044,0.5494142101284957,126
representation_level,A3,amplitude_noise,10,45,3,0.25396825396825395,0.2536869523170893,0.4264928193499622,126
representation_level,A3,amplitude_noise,10,45,4,0.3968253968253968,0.3971720281986873,0.5274943310657597,126
representation_level,A3,amplitude_noise,10,46,0,0.3023255813953488,0.3021346469622332,0.47025419145484043,129
representation_level,A3,amplitude_noise,10,46,1,0.28571428571428564,0.28298366073234643,0.4688208616780045,126
representation_level,A3,amplitude_noise,10,46,2,0.35714285714285715,0.35287081339712917,0.5274943310657596,126
representation_level,A3,amplitude_noise,10,46,3,0.23809523809523805,0.23775061322954041,0.4113756613756614,126
representation_level,A3,amplitude_noise,10,46,4,0.3015873015873016,0.3006562483435904,0.46891534391534395,126
representation_level,A3,amplitude_noise,5,42,0,0.34108527131782945,0.34166075470423296,0.4891833423472147,129
representation_level,A3,amplitude_noise,5,42,1,0.3888888888888889,0.38885229102620406,0.5491307634164777,126
representation_level,A3,amplitude_noise,5,42,2,0.29365079365079366,0.2927378776596945,0.47978080120937266,126
representation_level,A3,amplitude_noise,5,42,3,0.3253968253968254,0.32683113406004966,0.498015873015873,126
representation_level,A3,amplitude_noise,5,42,4,0.31746031746031744,0.31644293187117917,0.4984882842025699,126
representation_level,A3,amplitude_noise,5,43,0,0.35658914728682173,0.3580824894807417,0.4857580674238328,129
representation_level,A3,amplitude_noise,5,43,1,0.3253968253968254,0.32519027813145457,0.49584278155706724,126
representation_level,A3,amplitude_noise,5,43,2,0.3412698412698412,0.3398595789628274,0.493291761148904,126
representation_level,A3,amplitude_noise,5,43,3,0.3015873015873016,0.30081800708696566,0.5023620559334845,126
representation_level,A3,amplitude_noise,5,43,4,0.36507936507936506,0.3628815628815629,0.5158730158730159,126
representation_level,A3,amplitude_noise,5,44,0,0.38759689922480617,0.3871152233706186,0.5495763475752659,129
representation_level,A3,amplitude_noise,5,44,1,0.42063492063492064,0.4209648721468151,0.5823885109599395,126
representation_level,A3,amplitude_noise,5,44,2,0.2698412698412698,0.2704521790867172,0.4217687074829932,126
representation_level,A3,amplitude_noise,5,44,3,0.253968253968254,0.25547252300340606,0.4452003023431595,126
representation_level,A3,amplitude_noise,5,44,4,0.23809523809523805,0.2359407860595963,0.4270597127739985,126
representation_level,A3,amplitude_noise,5,45,0,0.3488372093023256,0.3476597090449083,0.5326302505859022,129
representation_level,A3,amplitude_noise,5,45,1,0.3412698412698412,0.33706175586042103,0.4744897959183674,126
representation_level,A3,amplitude_noise,5,45,2,0.373015873015873,0.3715099715099715,0.5494142101284959,126
representation_level,A3,amplitude_noise,5,45,3,0.2698412698412698,0.26938044034818226,0.4222411186696901,126
representation_level,A3,amplitude_noise,5,45,4,0.3968253968253968,0.3971720281986873,0.5247543461829176,126
representation_level,A3,amplitude_noise,5,46,0,0.3100775193798449,0.3097974822112753,0.46556697313863343,129
representation_level,A3,amplitude_noise,5,46,1,0.28571428571428575,0.2856559344014541,0.46674225245653816,126
representation_level,A3,amplitude_noise,5,46,2,0.35714285714285715,0.35287081339712917,0.5266439909297053,126
representation_level,A3,amplitude_noise,5,46,3,0.25396825396825395,0.2539175738409455,0.4117535903250189,126
representation_level,A3,amplitude_noise,5,46,4,0.3015873015873016,0.3006562483435904,0.46740362811791386,126
representation_level,A3,channel_dropout,0.1,42,0,0.3333333333333333,0.16666666666666666,0.5363259419506039,129
representation_level,A3,channel_dropout,0.1,42,1,0.3333333333333333,0.16666666666666666,0.5227702191987906,126
representation_level,A3,channel_dropout,0.1,42,2,0.3333333333333333,0.16666666666666666,0.5085978835978836,126
representation_level,A3,channel_dropout,0.1,42,3,0.3333333333333333,0.1919679763303311,0.5417611489040061,126
representation_level,A3,channel_dropout,0.1,42,4,0.3650793650793651,0.22833333333333336,0.5387377173091458,126
representation_level,A3,channel_dropout,0.1,43,0,0.38759689922480617,0.29015321975784847,0.5292049756625202,129
representation_level,A3,channel_dropout,0.1,43,1,0.3333333333333333,0.16666666666666666,0.5336356764928193,126
representation_level,A3,channel_dropout,0.1,43,2,0.31746031746031744,0.20322886989553657,0.49792139077853365,126
representation_level,A3,channel_dropout,0.1,43,3,0.3333333333333333,0.16666666666666666,0.557161753590325,126
representation_level,A3,channel_dropout,0.1,43,4,0.3650793650793651,0.2711520924105786,0.5509259259259259,126
representation_level,A3,channel_dropout,0.1,44,0,0.3333333333333333,0.16666666666666666,0.4891833423472147,129
representation_level,A3,channel_dropout,0.1,44,1,0.3253968253968254,0.24884851998582794,0.515400604686319,126
representation_level,A3,channel_dropout,0.1,44,2,0.3333333333333333,0.16666666666666666,0.47902494331065765,126
representation_level,A3,channel_dropout,0.1,44,3,0.38888888888888884,0.3096872616323417,0.5111489040060468,126
representation_level,A3,channel_dropout,0.1,44,4,0.4047619047619048,0.3201754385964912,0.6002456538170824,126
representation_level,A3,channel_dropout,0.1,45,0,0.34108527131782945,0.18344226579520695,0.5300162249864792,129
representation_level,A3,channel_dropout,0.1,45,1,0.3095238095238095,0.27966260543580135,0.5033068783068783,126
representation_level,A3,channel_dropout,0.1,45,2,0.30158730158730157,0.24390243902439024,0.5051965230536659,126
representation_level,A3,channel_dropout,0.1,45,3,0.35714285714285715,0.2141414141414141,0.5332577475434619,126
representation_level,A3,channel_dropout,0.1,45,4,0.35714285714285715,0.24107679365460885,0.5264550264550264,126
representation_level,A3,channel_dropout,0.1,46,0,0.35658914728682173,0.2886769894730703,0.5343428880475932,129
representation_level,A3,channel_dropout,0.1,46,1,0.3333333333333333,0.16766467065868262,0.4830876795162509,126
representation_level,A3,channel_dropout,0.1,46,2,0.34920634920634913,0.22000246639536317,0.5586734693877551,126
representation_level,A3,channel_dropout,0.1,46,3,0.3412698412698412,0.2075872290990666,0.5474300831443688,126
representation_level,A3,channel_dropout,0.1,46,4,0.34920634920634913,0.2641025641025641,0.5222033257747544,126
representation_level,A3,channel_dropout,0.2,42,0,0.3178294573643411,0.21037826634095788,0.5283937263385613,129
representation_level,A3,channel_dropout,0.2,42,1,0.36507936507936506,0.3441251556005655,0.5184240362811791,126
representation_level,A3,channel_dropout,0.2,42,2,0.3333333333333333,0.16666666666666666,0.4459561602418745,126
representation_level,A3,channel_dropout,0.2,42,3,0.3333333333333333,0.19238683127572018,0.5155895691609976,126
representation_level,A3,channel_dropout,0.2,42,4,0.3333333333333333,0.16666666666666666,0.5325963718820862,126
representation_level,A3,channel_dropout,0.2,43,0,0.3333333333333333,0.16666666666666666,0.49918875067604107,129
representation_level,A3,channel_dropout,0.2,43,1,0.3333333333333333,0.16666666666666666,0.5066137566137566,126
representation_level,A3,channel_dropout,0.2,43,2,0.3253968253968254,0.21536796536796535,0.4735449735449735,126
representation_level,A3,channel_dropout,0.2,43,3,0.3333333333333333,0.16666666666666666,0.49102418745275883,126
representation_level,A3,channel_dropout,0.2,43,4,0.3333333333333333,0.16666666666666666,0.5060468631897204,126
representation_level,A3,channel_dropout,0.2,44,0,0.34108527131782945,0.19544244843646041,0.52695150531819,129
representation_level,A3,channel_dropout,0.2,44,1,0.3333333333333333,0.16666666666666666,0.5191798941798941,126
representation_level,A3,channel_dropout,0.2,44,2,0.3253968253968254,0.16367265469061876,0.46740362811791386,126
representation_level,A3,channel_dropout,0.2,44,3,0.3333333333333333,0.16666666666666666,0.4988662131519274,126
representation_level,A3,channel_dropout,0.2,44,4,0.4047619047619048,0.3250068126078663,0.548941798941799,126
representation_level,A3,channel_dropout,0.2,45,0,0.3333333333333333,0.16666666666666666,0.5045970795024338,129
representation_level,A3,channel_dropout,0.2,45,1,0.3333333333333333,0.16666666666666666,0.48724489795918374,126
representation_level,A3,channel_dropout,0.2,45,2,0.34920634920634924,0.2722222222222222,0.5207860922146637,126
representation_level,A3,channel_dropout,0.2,45,3,0.3333333333333333,0.16666666666666666,0.53963529856387,126
representation_level,A3,channel_dropout,0.2,45,4,0.3333333333333333,0.16666666666666666,0.5367535903250188,126
representation_level,A3,channel_dropout,0.2,46,0,0.34108527131782945,0.1827928406875775,0.5304669190553452,129
representation_level,A3,channel_dropout,0.2,46,1,0.3333333333333333,0.16666666666666666,0.5427532123960696,126
representation_level,A3,channel_dropout,0.2,46,2,0.3412698412698412,0.18316854662767487,0.517384731670446,126
representation_level,A3,channel_dropout,0.2,46,3,0.3333333333333333,0.16766467065868262,0.5094482237339379,126
representation_level,A3,channel_dropout,0.2,46,4,0.3333333333333333,0.16666666666666666,0.4964096749811036,126
representation_level,A3,channel_dropout,0.3,42,0,0.3333333333333333,0.16666666666666666,0.5070308274743104,129
representation_level,A3,channel_dropout,0.3,42,1,0.35714285714285715,0.2141414141414141,0.5587679516250944,126
representation_level,A3,channel_dropout,0.3,42,2,0.3333333333333333,0.16666666666666666,0.5699168556311414,126
representation_level,A3,channel_dropout,0.3,42,3,0.3333333333333333,0.16666666666666666,0.5051492819349962,126
representation_level,A3,channel_dropout,0.3,42,4,0.3253968253968254,0.16367265469061876,0.5005668934240363,126
representation_level,A3,channel_dropout,0.3,43,0,0.3333333333333333,0.16666666666666666,0.5290697674418605,129
representation_level,A3,channel_dropout,0.3,43,1,0.34920634920634924,0.19971721456344996,0.5215419501133787,126
representation_level,A3,channel_dropout,0.3,43,2,0.34920634920634924,0.211123443087927,0.488567649281935,126
representation_level,A3,channel_dropout,0.3,43,3,0.3333333333333333,0.16666666666666666,0.46315192743764166,126
representation_level,A3,channel_dropout,0.3,43,4,0.3888888888888889,0.2969363707776905,0.5664210128495842,126
representation_level,A3,channel_dropout,0.3,44,0,0.3333333333333333,0.16666666666666666,0.48400036055525514,129
representation_level,A3,channel_dropout,0.3,44,1,0.3650793650793651,0.279305402793054,0.504251700680272,126
representation_level,A3,channel_dropout,0.3,44,2,0.3333333333333333,0.16666666666666666,0.4351851851851851,126
representation_level,A3,channel_dropout,0.3,44,3,0.3333333333333333,0.24368686868686865,0.46145124716553293,126
representation_level,A3,channel_dropout,0.3,44,4,0.3333333333333333,0.16666666666666666,0.5139833711262283,126
representation_level,A3,channel_dropout,0.3,45,0,0.3333333333333333,0.16666666666666666,0.5233459527672615,129
representation_level,A3,channel_dropout,0.3,45,1,0.3333333333333333,0.16666666666666666,0.5211640211640212,126
representation_level,A3,channel_dropout,0.3,45,2,0.3412698412698412,0.19565217391304346,0.4901738473167045,126
representation_level,A3,channel_dropout,0.3,45,3,0.3333333333333333,0.16666666666666666,0.5061413454270597,126
representation_level,A3,channel_dropout,0.3,45,4,0.3333333333333333,0.16666666666666666,0.4974489795918367,126
representation_level,A3,channel_dropout,0.3,46,0,0.3953488372093023,0.32389667019027485,0.564990084730485,129
